"type","name","iso_country","municipality","icao_code","iata_code"
"heliport","Toorghodi Heliport","AF","Kara Tapa","OATD",
"small_airport","Afutara Aerodrome","SB","Bila","AGAF","AFT"
"small_airport","Ulawa Airport","SB","Arona","AGAR","RNA"
"small_airport","Uru Harbour Airport","SB","Atoifi","AGAT","ATD"
"small_airport","Barakoma Airport","SB","Barakoma","AGBA","VEV"
"small_airport","Batuna Aerodrome","SB","Batuna Mission Station","AGBT","BPF"
"small_airport","Geva Airport","SB","Liangia","AGEV","GEF"
"small_airport","Gwaunaru'u Airport","SB","Auki","AGGA","AKS"
"small_airport","Bellona/Anua Airport","SB","Anua","AGGB","BNY"
"small_airport","Choiseul Bay Airport","SB","Choiseul Bay","AGGC","CHY"
"small_airport","Ballalae Airport","SB","Ballalae","AGGE","BAS"
"small_airport","Fera/Maringe Airport","SB","Fera Island","AGGF","FRE"
"large_airport","Honiara International Airport","SB","Honiara","AGGH","HIR"
"small_airport","Babanakira Airport","SB","Mbambanakira","AGGI","MBU"
"small_airport","Avu Avu Airport","SB","Avu Avu","AGGJ","AVU"
"small_airport","Ngorangora Airport","SB","Kirakira","AGGK","IRA"
"small_airport","Santa Cruz/Graciosa Bay/Luova Airport","SB","Santa Cruz/Graciosa Bay/Luova","AGGL","SCZ"
"medium_airport","Munda Airport","SB","Munda","AGGM","MUA"
"small_airport","Nusatupe Airport","SB","Gizo","AGGN","GZO"
"small_airport","Mono Airport","SB","Stirling Island","AGGO","MNY"
"small_airport","Parasi Airport","SB","Parasi","AGGP","PRS"
"small_airport","Rennell/Tingoa Airport","SB","Rennell Island","AGGR","RNL"
"small_airport","Sege Airport","SB","Sege","AGGS","EGM"
"small_airport","Santa Ana Airport","SB","Santa Ana Island","AGGT","NNB"
"small_airport","Marau Airport","SB","Marau","AGGU","RUS"
"small_airport","Suavanao Airport","SB","Suavanao","AGGV","VAO"
"small_airport","Yandina Airport","SB","Yandina","AGGY","XYA"
"heliport","Isuna Heliport","SB","Veravaulo","AGIN",
"small_airport","Kaghau Airport","SB","Kagau Island","AGKG","KGE"
"small_airport","Kukudu Airport","SB","Kolombangara Island","AGKU","KUE"
"small_airport","Kwailabesi Airport","SB","Kwailabesi","AGKW","KWS"
"small_airport","Lomlom Airport","SB","Lomlom","AGLM","LLM"
"small_airport","Nana Airport","SB","Star Harbor","AGNA","NAZ"
"small_airport","Manaoba Airport","SB","Manaoba","AGOB","MHM"
"small_airport","Gatokae Aerodrome","SB","Gatokae","AGOK","GTA"
"small_airport","Ringi Cove Airport","SB","Ringi Cove","AGRC","RIN"
"small_airport","Ramata Airport","SB","Ramata","AGRM","RBV"
"heliport","Tulaghi Heliport","SB","Tulaghi Island","AGTI","TLG"
"medium_airport","Nauru International Airport","NR","Yaren District","ANYN","INU"
"small_airport","Ama Airport","PG",,"AYAA","AMF"
"small_airport","Mount Aue Airport","PG","Aue","AYAE","UAE"
"small_airport","Afore Airstrip","PG","Afore","AYAF","AFR"
"small_airport","Agaun Airport","PG","Agaun","AYAG","AUP"
"small_airport","Aitape Airport","PG","Aitape","AYAI","ATP"
"small_airport","Aiambak Airport","PG","Aiambak","AYAK","AIH"
"small_airport","Amanab Airport","PG","Amanab","AYAM","AMU"
"small_airport","Andakombe Airport","PG","Andekombe","AYAN","ADC"
"small_airport","Aiome Airport","PG","Aiome","AYAO","AIE"
"small_airport","Kompiam Airport","PG",,"AYAQ","KPM"
"small_airport","Ambunti Airport","PG","Ambunti","AYAT","AUJ"
"small_airport","Awaba Airport","PG","Awaba","AYAW","AWB"
"small_airport","Aseki Airport","PG","Aseki","AYAX","AEK"
"small_airport","Aiyura Airport","PG","Aiyura Valley","AYAY","AYU"
"medium_airport","Baimuru Airport","PG","Baimuru","AYBA","VMU"
"small_airport","Bambu Airport","PG","Bambu","AYBC","BCP"
"small_airport","Bodinumu Airport","PG","Bodinumu","AYBD","BNM"
"small_airport","Bamu Airport","PG","Bamu","AYBF","BMZ"
"small_airport","Baindoung Airport","PG",,"AYBG","BDZ"
"small_airport","Bensbach Airport","PG","Bensbach","AYBH","BSP"
"small_airport","Bewani Airport","PG","Bewani","AYBI","BWP"
"medium_airport","Buka Airport","PG","Buka Island","AYBK","BUA"
"small_airport","Bialla Airport","PG","Bialla, Matalilu, Ewase","AYBL","BAA"
"medium_airport","Balimo Airport","PG","Balimo","AYBM","OPU"
"small_airport","Bomai Airport","PG","Bomai","AYBO","BMH"
"small_airport","Bapi Airstrip","PG","Bapi","AYBP","BPD"
"small_airport","Biangabip Airport","PG","Biangabip","AYBQ","BPK"
"small_airport","Biaru Airport","PG","Biaru","AYBR","BRP"
"small_airport","Bulolo Airport","PG","Bulolo","AYBU","BUL"
"small_airport","Biniguni Airport","PG","Biniguni","AYBZ","XBN"
"small_airport","Chungribu Airport","PG","Chungribu","AYCB","CVB"
"small_airport","Cape Gloucester Airport","PG","Cape Gloucester","AYCG","CGC"
"medium_airport","Chimbu Airport","PG","Kundiawa","AYCH","CMU"
"small_airport","China Strait Airstrip","PG","Samarai Island","AYCS","SQT"
"small_airport","Debepare Airport","PG","Debepare","AYDB","DBP"
"small_airport","Derim Airport","PG","Derim","AYDE","DER"
"small_airport","Bundi Airport","PG","Bundi","AYDI","BNT"
"small_airport","Munduku Airport","PG","Munduku","AYDK","MDM"
"small_airport","Kondobol Airport","PG","Kondobol","AYDL","KPF"
"small_airport","Dinangat Airport","PG","Dinangat","AYDN","DNU"
"small_airport","Doini Airport","PG","Castori Islets","AYDO","DOI"
"small_airport","Dorobisoro Airport","PG","Dorobisoro","AYDR","DOO"
"medium_airport","Daru Airport","PG","Daru","AYDU","DAU"
"small_airport","Kerau Airport","PG","Gunim","AYEA","KRU"
"small_airport","Embessa Airport","PG","Embessa","AYEB","EMS"
"small_airport","Edwaki Airport","PG","Yellow River Mission","AYED","XYR"
"small_airport","Emirau Airport","PG","Emirau Island","AYEE","EMI"
"small_airport","Efogi Airport","PG","Efogi","AYEF","EFG"
"small_airport","Morehead Airport","PG","Morehead","AYEH","MHY"
"small_airport","Eliptamin Airport","PG","Eliptamin","AYEL","EPT"
"small_airport","Engati Airstrip","PG","Engati","AYEN","EGA"
"small_airport","Emo River Airstrip","PG","Emo Mission","AYEO","EMO"
"small_airport","Erume Airport","PG","Erume","AYER","ERU"
"small_airport","Bosset Airport","PG","Bosset","AYET","BOT"
"small_airport","Erave Airport","PG","Erave","AYEV","ERE"
"small_airport","Siwea Airport","PG","Siwea","AYEW","SWE"
"small_airport","Fane Airport","PG","Fane Mission","AYFA","FNE"
"small_airport","Feramin Airport","PG","Feramin","AYFE","FRQ"
"small_airport","Finschhafen Airport","PG","Buki","AYFI","FIN"
"small_airport","Frieda River Airport","PG","Frieda River","AYFR","FAQ"
"small_airport","Fuma Airport","PG","Fuma","AYFU","FUM"
"medium_airport","Goroka Airport","PG","Goronka","AYGA","GKA"
"small_airport","Gewoia Airport","PG","Gewoia","AYGC","GEW"
"small_airport","Guari Airport","PG","Guari","AYGF","GUG"
"small_airport","Garasa Airport","PG","Au","AYGG","GRL"
"small_airport","Garaina Airport","PG","Garaina","AYGI","GAR"
"small_airport","Guasopa Airport","PG","Woodlark (Muyua) Island","AYGJ","GAZ"
"small_airport","Gonaili Airport","PG","Gonaili","AYGL","GOE"
"medium_airport","Gurney Airport","PG","Gurney","AYGN","GUR"
"small_airport","Gusap Airport","PG","Gusap","AYGP","GAP"
"medium_airport","Girua Airport","PG","Popondetta","AYGR","PNP"
"small_airport","Gasuke Airport","PG","Gasuke","AYGS","GBC"
"small_airport","Gasmata Island Airport","PG","Gasmata Island","AYGT","GMI"
"small_airport","Anguganak Airport","PG","Anguganak","AYGU","AKG"
"small_airport","Green River Airport","PG","Green River","AYGV","GVI"
"small_airport","Gora Airstrip","PG","Gora","AYGX","GOC"
"small_airport","Habi Airport","PG","Habi","AYHB","HBD"
"small_airport","Heiweni Airport","PG","Heiweni","AYHE","HNI"
"small_airport","Hayfields Airport","PG","Bainyik","AYHF","HYF"
"small_airport","Honinabi Airport","PG","Honinabi","AYHH","HNN"
"medium_airport","Hoskins Airport","PG","Kimbe","AYHK","HKN"
"small_airport","Haivaro Airport","PG","Haivaro","AYHO","HIT"
"small_airport","Hawabango Airport","PG","Hawabango","AYHU","HWA"
"small_airport","Nissan Island Airport","PG","Nissan Island","AYIA","IIS"
"small_airport","Indagen Airport","PG","Indagen","AYID","IDN"
"small_airport","Imane Airport","PG","Imane","AYII","IMN"
"small_airport","Kungim Airport","PG","Kungim","AYIM","KGM"
"small_airport","Imonda Airport","PG","Imonda","AYIO","IMD"
"small_airport","Aropa Airport","PG","Kieta","AYIQ","KIE"
"small_airport","Wasua Airport","PG","Wasua","AYIW","WSA"
"small_airport","Witu Airport","PG","Garove Island","AYIX","WIU"
"small_airport","Miyanmin Airport","PG","Miyanmin","AYIY","MPX"
"small_airport","Yongai Airport","PG","Yongai","AYJO","KGH"
"small_airport","Josephstaal Airport","PG","Josephstaal","AYJS","JOP"
"small_airport","Losuia Airport","PG","Losuia","AYKA","LSA"
"small_airport","Kabwum","PG",,"AYKB","KBM"
"small_airport","Kandrian Airport","PG","Kandrian","AYKC","KDR"
"small_airport","Kamina Airport","PG","Hoieti","AYKD","KMF"
"small_airport","Kopiago Airport","PG","Kopiago","AYKG","KPA"
"small_airport","Kamulai Airport","PG","Kamulai Mission","AYKH","KAQ"
"small_airport","Kiunga Airport","PG","Kiunga","AYKI","UNG"
"small_airport","Kanainj Airport","PG","Kanainj","AYKJ","KNE"
"small_airport","Kikori Airport","PG","Kikori","AYKK","KRI"
"medium_airport","Kerema Airport","PG","Kerema","AYKM","KMA"
"small_airport","Kokoda Airport","PG","Kokoda","AYKO","KKD"
"small_airport","Kagi Airport","PG","Kagi","AYKQ","KGW"
"small_airport","Kar Kar Airport","PG","Kar Kar Island","AYKR","KRX"
"small_airport","Kaintiba Airport","PG","Kaintiba","AYKT","KZF"
"small_airport","Kuri Airport","PG","Kuri","AYKU","KUQ"
"medium_airport","Kavieng Airport","PG","Kavieng","AYKV","KVG"
"small_airport","Kawito Airport","PG","Kawito","AYKW","KWO"
"small_airport","Londolovit Airport","PG","Londolovit","AYKY","LNV"
"small_airport","Lab Lab Airport","PG","Lab Lab Mission","AYLB","LAB"
"small_airport","Keglsugl Airport","PG","Denglagu Mission","AYLG","KEG"
"small_airport","Kibuli Airstrip","PG","Kibuli","AYLI","KII"
"small_airport","Linga Linga Airport","PG","Linga Linga","AYLL","LGN"
"small_airport","Langimar Airport","PG",,"AYLN","LNM"
"small_airport","Lowai Airport","PG","Lowai","AYLO","LWI"
"small_airport","Leron Plains Airport","PG","Leron Plains","AYLP","LPN"
"small_airport","Lese Airport","PG","Lese","AYLS","LNG"
"small_airport","Lengbati Airport","PG",,"AYLT","LNC"
"small_airport","Lumi Airport","PG","Lumi","AYLU","LMI"
"small_airport","Long Island Airport","PG","Long Island","AYLX","LSJ"
"small_airport","Manari Airport","PG","Manari","AYMA","MRM"
"small_airport","Morobe Airport","PG","Morobe","AYMB","OBM"
"small_airport","Menyamya Airport","PG","Menyamya","AYMC","MYX"
"medium_airport","Madang Airport","PG","Madang","AYMD","MAG"
"medium_airport","Mount Hagen Kagamuga Airport","PG","Mount Hagen","AYMH","HGU"
"small_airport","Mindik Airport","PG","Mindik","AYMI","MXK"
"small_airport","Makini Airport","PG","Makini","AYMJ","MPG"
"small_airport","Mougulu Airport","PG","Mougulu","AYML","GUV"
"medium_airport","Mendi Airport","PG","Mendi","AYMN","MDU"
"medium_airport","Momote Airport","PG","Manus Island","AYMO","MAS"
"small_airport","Malalaua Airport","PG","Malalaua","AYMP","MLQ"
"small_airport","Malam Airport","PG","Malam","AYMQ","MQO"
"small_airport","Moro Airport","PG","Moro","AYMR","MXH"
"small_airport","Misima Island Airport","PG","Misima Island","AYMS","MIS"
"small_airport","Malekolon Airport","PG","Babase Island","AYMV","MKN"
"small_airport","Marawaka Airport","PG","Marawaka","AYMW","MWG"
"small_airport","Mapua(Mabua) Airport","PG","Tatau Island","AYMZ","MPU"
"small_airport","Nankina Airport","PG","Gwarawon","AYNA","NKN"
"small_airport","Kanabea Airport","PG","Kanabea","AYNB","KEX"
"small_airport","Nadunumu Airport","PG","Nadunumu","AYNC","NDN"
"small_airport","Aua Island Airport","PG","Aua Island","AYND","AUI"
"small_airport","Negarbo(Negabo) Airport","PG","Negarbo","AYNE","GBF"
"small_airport","Nuguria Airstrip","PG","Nuguria Island","AYNI","NUG"
"small_airport","Namudi Airport","PG","Namudi","AYNJ","NDI"
"small_airport","Kasonombe Airport","PG","Kasonombe","AYNM","KSB"
"small_airport","Kandep Airport","PG","Kandep","AYNN","KDP"
"small_airport","Nomane Airport","PG","Namane","AYNO","NMN"
"small_airport","Bunsil Airport","PG","Bunsil - Umboi Island","AYNS","BXZ"
"small_airport","Nuku Airport","PG","Nuku","AYNU","UKU"
"small_airport","Namatanai Airport","PG","Namatanai","AYNX","ATN"
"small_airport","Nambaiyufa Airport","PG","Nambaiyufa","AYNY","NBA"
"medium_airport","Nadzab Airport","PG","Lae","AYNZ","LAE"
"small_airport","Obo Airport","PG","Obo","AYOB","OBX"
"small_airport","Konge Airport","PG","Konge","AYOE","KGB"
"small_airport","Okao Airport","PG","Okao","AYOF","OKV"
"small_airport","Ogeranang Airport","PG",,"AYOG","OGE"
"small_airport","Oksapmin Airport","PG","Oksapmin","AYOJ","OKP"
"small_airport","Komako Airport","PG","Komako","AYOK","HOC"
"small_airport","Kol Airport","PG","Kol","AYOL","KQL"
"small_airport","Omora Airport","PG","Omora","AYOM","OSE"
"small_airport","Komo-Manda Airport","PG","Komo","AYOO","KOM"
"small_airport","Kosipe Airport","PG","Kosipe Mission","AYOP","KSP"
"small_airport","Komaio Airport","PG","Komaio","AYOQ","KCJ"
"small_airport","Olsobip Airport","PG","Olsobip","AYOV","OLQ"
"small_airport","Koroba Airport","PG","Koroba","AYOW","KDE"
"small_airport","Paiela Airport","PG","Paiela","AYPB","PLE"
"small_airport","Pangoa Airport","PG","Pangoa","AYPC","PGB"
"small_airport","Pindiu Airport","PG","Pindiu","AYPD","PDI"
"small_airport","April River Airport","PG","April River","AYPE","APR"
"small_airport","Pangia Airport","PG","Pangia","AYPG","PGN"
"small_airport","Pimaga Airport","PG","Pimaga","AYPJ","PMP"
"small_airport","Mapoda Airport","PG","Mapoda","AYPO","MPF"
"small_airport","Pumani Airport","PG","Pumani","AYPQ","PMN"
"large_airport","Port Moresby Jacksons International Airport","PG","Port Moresby","AYPY","POM"
"small_airport","Karawari Airstrip","PG","Amboin","AYQA","KRJ"
"small_airport","Tumolbil Airport","PG","Tumolbil","AYQL","TLP"
"small_airport","Sopu Airport","PG","Sopu","AYQO","SPH"
"small_airport","Ononge Airport","PG","Onange Mission","AYQQ","ONB"
"small_airport","Sialum Airport","PG","Sialum","AYQS","SXA"
"small_airport","Kira Airport","PG","Kira","AYRA","KIQ"
"small_airport","Raba Raba Airport","PG","Rabaraba","AYRE","RBP"
"small_airport","Rumginae Airport","PG",,"AYRG","RMN"
"small_airport","Karimui Airport","PG","Karimui","AYRI","KMR"
"small_airport","Kairuku Airport","PG","Yule Island","AYRK","RKU"
"small_airport","Maramuni Airport","PG","Maramuni","AYRM","MWI"
"small_airport","Kakoro(Koroko) Airstrip","PG","Kakoro","AYRO","KOR"
"small_airport","Suabi Airport","PG",,"AYSA","SBE"
"small_airport","Saidor Airport","PG","Saidor","AYSD","SDI"
"small_airport","Simberi Airport","PG","Simberi Island","AYSE","NIS"
"small_airport","Safia Airport","PG","Safia","AYSF","SFU"
"small_airport","Sila Airport","PG","Sila Mission","AYSG","SIL"
"small_airport","Sabah Airport","PG","Sabah","AYSH","SBV"
"small_airport","Simbai Airport","PG","Simbai","AYSJ","SIM"
"small_airport","Sengapi Airstrip","PG","Sengapi","AYSK","SGK"
"small_airport","Sehulea Airport","PG","Sehulea","AYSL","SXH"
"small_airport","Selbang Airport","PG","Selbang","AYSO","SBC"
"small_airport","Sapmanga Airport","PG","Sapmanga","AYSP","SMH"
"small_airport","Sasereme Airport","PG","Sasereme","AYSS","TDS"
"small_airport","Suki Airport","PG","Suki","AYSU","SKC"
"small_airport","Sauren Airport","PG","Sauren","AYSV","SXW"
"small_airport","Satwag Airport","PG","Satwag","AYSW","SWG"
"small_airport","Masa Airport","PG","Masa","AYSX","MBV"
"small_airport","Tari Airport","PG","Tari","AYTA","TIZ"
"small_airport","Tabubil Airport","PG","Tabubil","AYTB","TBG"
"small_airport","Telefomin Airport","PG","Telefomin","AYTE","TFM"
"small_airport","Tetebedi Airport","PG","Tetebedi","AYTF","TDB"
"small_airport","Tagula Airport","PG","Sudest Island","AYTG","TGL"
"small_airport","Tifalmin Airport","PG","Tifalmin","AYTH","TFB"
"small_airport","Tapini Airport","PG","Tapini","AYTI","TPI"
"medium_airport","Tokua Airport","PG","Kokopo","AYTK","RAB"
"small_airport","Tekin Airport","PG","Tekin","AYTN","TKW"
"small_airport","Kamberatoro Airport","PG","Kamberatoro Mission","AYTO","KDQ"
"small_airport","Tep Tep Airport","PG","Teptep","AYTP","TEP"
"small_airport","Tarabo Airport","PG","Tarabo","AYTR","TBQ"
"small_airport","Tsewi Airport","PG","Tsewi","AYTS","TSW"
"small_airport","Tarakbits Airport","PG","Tarakbits","AYTT","TRJ"
"small_airport","Tufi Airport","PG","Tufi","AYTU","TFI"
"small_airport","Timbunke Airport","PG","Timbunke","AYTV","TBE"
"small_airport","Tawa Airport","PG","Tawa","AYTW","TWY"
"small_airport","Terapo Airport","PG","Terapo Mission","AYTY","TEO"
"small_airport","Tekadu Airport","PG","Tekadu","AYTZ","TKB"
"small_airport","Umba Airport","PG","Umba","AYUC","UMC"
"small_airport","Uroubi Airport","PG","Uroubi","AYUE","URU"
"small_airport","Buin Airport","PG","Buin","AYUI","UBI"
"small_airport","Aumo Airport","PG","Aumo","AYUM","AUV"
"small_airport","Gulgubip Airport","PG","Gulgubip","AYUP","GLP"
"small_airport","Upiara Airport","PG","Upiara","AYUR","UPR"
"small_airport","Kuyol Airport","PG",,"AYUY","KUX"
"small_airport","Uvol Airport","PG","Uvol","AYUZ","UVO"
"small_airport","Talasea Airport","PG","Talasea","AYVL","TLW"
"small_airport","Torembi Airport","PG","Torembi","AYVM","TCJ"
"medium_airport","Vanimo Airport","PG","Vanimo","AYVN","VAI"
"small_airport","Tonu Airport","PG","Tonu","AYVO","TON"
"small_airport","Wuvulu Island Airport","PG","Wuvulu Island","AYVW","WUV"
"small_airport","Wabo Airport","PG","Wabo","AYWB","WAO"
"small_airport","Wantoat Airport","PG","Wantoat","AYWC","WTT"
"medium_airport","Wapenamanda Airport","PG","Wapenamanda","AYWD","WBM"
"small_airport","Wawoi Falls Airport","PG","Wavoi Falls","AYWF","WAJ"
"small_airport","Wanigela Airport","PG","Wanigela","AYWG","AGL"
"small_airport","Wanuma Airport","PG","Wanuma","AYWH","WNU"
"small_airport","Wapolu Airport","PG","Wapolu","AYWJ","WBC"
"medium_airport","Wewak International Airport","PG","Wewak","AYWK","WWK"
"small_airport","Wonenara Airport","PG","Wonenara","AYWO","WOA"
"small_airport","Wakunai Airport","PG","Wakunai","AYWQ","WKN"
"small_airport","Wasu Airport","PG","Wasu","AYWS","WSU"
"small_airport","Woitape Airport","PG","Fatima Mission","AYWT","WTP"
"small_airport","Wau Airport","PG","Wau","AYWU","WUG"
"small_airport","Yeva Airport","PG","Yeva","AYXE","YVD"
"small_airport","Sim Airport","PG","Sim","AYXI","SMJ"
"small_airport","Tol Airport","PG","Tol","AYXO","TLO"
"small_airport","Wipim Airport","PG","Wipim","AYXP","WPM"
"small_airport","Weam Airport","PG","Weam","AYXW","WEP"
"small_airport","Yalumet Airport","PG","Yalumet","AYYE","KYX"
"small_airport","Yenkis(Yankisa) Airport","PG",,"AYYK","YEQ"
"small_airport","Tinboli Airport","PG","Tinboli","AYYL","TCK"
"small_airport","Munbil Airport","PG",,"AYYM","LNF"
"small_airport","Oram Airport","PG",,"AYYO","RAX"
"small_airport","Yapsiei Airport","PG",,"AYYP","KPE"
"small_airport","Yasuru Airport","PG","Yasuru","AYYR","KSX"
"small_airport","Zenag Airport","PG","Zenag","AYZA","ZEN"
"small_airport","Silur Airport","PG","Silur Mission","AYZI","SWR"
"small_airport","Sissano Airport","PG","Sissano","AYZN","SIZ"
"small_airport","Ossima Airport","PG","Ossima","AYZS","OSG"
"medium_airport","Aasiaat Airport","GL","Aasiaat","BGAA","JEG"
"medium_airport","Narsarsuaq Airport","GL","Narsarsuaq","BGBW","UAK"
"heliport","Qasigiannguit Heliport","GL","Qasigiannguit","BGCH","JCH"
"small_airport","Neerlerit Inaat Airport","GL","Neerlerit Inaat","BGCO","CNP"
"medium_airport","Nuuk Airport","GL","Nuuk","BGGH","GOH"
"medium_airport","Ilulissat Airport","GL","Ilulissat","BGJN","JAV"
"medium_airport","Kulusuk Airport","GL","Kulusuk","BGKK","KUS"
"small_airport","Maniitsoq Airport","GL","Maniitsoq","BGMQ","JSU"
"small_airport","Paamiut Airport","GL","Paamiut","BGPT","JFR"
"small_airport","Qaanaaq Airport","GL","Qaanaaq","BGQQ","NAQ"
"medium_airport","Kangerlussuaq Airport","GL","Kangerlussuaq","BGSF","SFJ"
"medium_airport","Sisimiut Airport","GL","Sisimiut","BGSS","JHS"
"medium_airport","Pituffik Space Base","GL","Pituffik","BGTL","THU"
"small_airport","Upernavik Airport","GL","Upernavik","BGUK","JUV"
"heliport","Uummannaq Heliport","GL","Uummannaq","BGUM","UMD"
"small_airport","Qaarsut Airport","GL","Uummannaq","BGUQ","JQA"
"medium_airport","Akureyri Airport","IS","Akureyri","BIAR","AEY"
"small_airport","Bildudalur Airport","IS","Bildudalur","BIBD","BIU"
"small_airport","Borgarfjörður eystri Airport","IS","Borgarfjörður eystri","BIBF","BGJ"
"small_airport","Bakkafjörður Airport","IS","Bakkafjörður","BIBK","BJD"
"small_airport","Blönduós Airport","IS","Blönduós","BIBL","BLO"
"small_airport","Breiðdalsvík Airport","IS","Breiðdalsvík","BIBV","BXV"
"small_airport","Djúpivogur Airport","IS","Djúpivogur","BIDV","DJU"
"medium_airport","Egilsstaðir Airport","IS","Egilsstaðir","BIEG","EGS"
"small_airport","Fáskrúðsfjörður Airport","IS","Fáskrúðsfjörður","BIFF","FAS"
"small_airport","Fagurhólsmýri Airport","IS","Fagurhólsmýri","BIFM","FAG"
"small_airport","Grundarfjörður Airport","IS","Grundarfjörður","BIGF","GUU"
"small_airport","Gjögur Airport","IS","Gjögur","BIGJ","GJR"
"small_airport","Grímsey Airport","IS","Grímsey","BIGR","GRY"
"small_airport","Hólmavík Airport","IS","Hólmavík","BIHK","HVK"
"medium_airport","Hornafjörður Airport","IS","Höfn","BIHN","HFN"
"medium_airport","Húsavík Airport","IS","Húsavík","BIHU","HZK"
"medium_airport","Ísafjörður Airport","IS","Ísafjörður","BIIS","IFJ"
"large_airport","Keflavik International Airport","IS","Reykjavík","BIKF","KEF"
"small_airport","Kópasker Airport","IS","Kópasker","BIKP","OPA"
"small_airport","Sauðárkrókur Airport","IS","Sauðárkrókur","BIKR","SAK"
"small_airport","Norðfjörður Airport","IS","Norðfjörður","BINF","NOR"
"small_airport","Ólafsfjörður Airport","IS","Ólafsfjörður","BIOF","OFJ"
"small_airport","Patreksfjörður Airport","IS","Patreksfjörður","BIPA","PFJ"
"small_airport","Reykhólar Airport","IS","Reykhólar","BIRE","RHA"
"small_airport","Rif Airport","IS","Rif","BIRF","OLI"
"small_airport","Raufarhöfn Airport","IS","Raufarhöfn","BIRG","RFN"
"medium_airport","Reykjavik Airport","IS","Reykjavik","BIRK","RKV"
"small_airport","Reykjahlíð Airport","IS","Myvatn","BIRL","MVA"
"medium_airport","Siglufjörður Airport","IS","Siglufjörður","BISI","SIJ"
"small_airport","Stykkishólmur Airport","IS","Stykkishólmur","BIST","SYK"
"small_airport","Þingeyri Airport","IS","Þingeyri","BITE","TEY"
"small_airport","Þórshöfn Airport","IS","Þórshöfn","BITN","THO"
"medium_airport","Vestmannaeyjar Airport","IS","Vestmannaeyjar","BIVM","VEY"
"small_airport","Vopnafjörður Airport","IS","Vopnafjörður","BIVO","VPN"
"medium_airport","Priština Adem Jashari International Airport","XK","Prishtina","BKPR","PRN"
"medium_airport","Bella Bella (Campbell Island) Airport","CA","Bella Bella","CBBC","ZEL"
"medium_airport","Shaoguan Danxia Airport","CN","Shaoguan","ZGSG","HSC"
"small_airport","Lishui Airport","CN","Lishui (Liandu)","ZSLI","LIJ"
"small_airport","Arctic Bay Airport","CA","Arctic Bay","CYAB","YAB"
"small_airport","Cat Lake Airport","CA","Cat Lake","CYAC","YAC"
"small_airport","La Grande-3 Airport","CA","La Grande-3","CYAD","YAR"
"medium_airport","Fort Frances Municipal Airport","CA","Fort Frances","CYAG","YAG"
"medium_airport","La Grande-4 Airport","CA","La Grande-4","CYAH","YAH"
"small_airport","Alert Bay Airport","CA","Alert Bay","CYAL","YAL"
"medium_airport","Sault Ste Marie Airport","CA","Sault Ste Marie","CYAM","YAM"
"medium_airport","Kasabonika Airport","CA","Kasabonika","CYAQ","XKS"
"small_airport","Kangirsuk Airport","CA","Kangirsuk","CYAS","YKG"
"small_airport","Attawapiskat Airport","CA","Attawapiskat","CYAT","YAT"
"medium_airport","St. Anthony Airport","CA","St. Anthony","CYAY","YAY"
"medium_airport","Tofino / Long Beach Airport","CA","Tofino","CYAZ","YAZ"
"small_airport","Banff Airport","CA","Banff","CYBA","YBA"
"small_airport","Kugaaruk Airport","CA","Kugaaruk","CYBB","YBB"
"medium_airport","Baie-Comeau Airport","CA","Baie-Comeau","CYBC","YBC"
"medium_airport","Bella Coola Airport","CA","Bella Coola","CYBD","QBC"
"small_airport","Uranium City Airport","CA","Uranium City","CYBE","YBE"
"medium_airport","Bonnyville Airport","CA","Bonnyville","CYBF","YBY"
"medium_airport","CFB Bagotville / Saguenay-Bagotville Airport","CA","La Baie","CYBG","YBG"
"medium_airport","Baker Lake Airport","CA","Baker Lake","CYBK","YBK"
"medium_airport","Campbell River Airport","CA","Campbell River","CYBL","YBL"
"small_airport","Tadoule Lake Airport","CA","Tadoule Lake","CYBQ","XTL"
"medium_airport","Brandon Municipal Airport","CA","Brandon","CYBR","YBR"
"small_airport","Brochet Airport","CA","Brochet","CYBT","YBT"
"small_airport","Berens River Airport","CA","Berens River","CYBV","YBV"
"medium_airport","Lourdes-de-Blanc-Sablon Airport","CA","Blanc-Sablon","CYBX","YBX"
"small_airport","Cartwright Airport","CA","Cartwright","CYCA","YRF"
"medium_airport","Cambridge Bay Airport","CA","Cambridge Bay","CYCB","YCB"
"medium_airport","Cornwall Regional Airport","CA","Cornwall","CYCC","YCC"
"medium_airport","Nanaimo Airport","CA","Nanaimo","CYCD","YCD"
"medium_airport","Centralia / James T. Field Memorial Aerodrome","CA","Huron Park","CYCE","YCE"
"medium_airport","Castlegar/West Kootenay Regional Airport","CA","Castlegar","CYCG","YCG"
"medium_airport","Miramichi Airport","CA","Miramichi","CYCH","YCH"
"small_airport","Chatham Kent Airport","CA","Chatham-Kent","CYCK","XCM"
"medium_airport","Charlo Airport","CA","Charlo","CYCL","YCL"
"medium_airport","Cochrane Airport","CA","Cochrane","CYCN","YCN"
"small_airport","Kugluktuk Airport","CA","Kugluktuk","CYCO","YCO"
"medium_airport","Chetwynd Airport","CA","Chetwynd","CYCQ","YCQ"
"small_airport","Cross Lake (Charlie Sinclair Memorial) Airport","CA","Cross Lake","CYCR","YCR"
"small_airport","Chesterfield Inlet Airport","CA","Chesterfield Inlet","CYCS","YCS"
"small_airport","Coronation Airport","CA","Coronation","CYCT","YCT"
