"type","name","iso_country","municipality","icao_code","iata_code"
"medium_airport","Jack Mc Namara Field Airport","US","Crescent City","KCEC","CEC"
"small_airport","Oconee County Regional Airport","US","Clemson","KCEU","CEU"
"small_airport","Mettel Field","US","Connersville","KCEV","CEV"
"medium_airport","Bob Sikes Airport","US","Crestview","KCEW","CEW"
"small_airport","Murray-Calloway County Airport Kyle-Oakley Field","US","Murray","KCEY","CEY"
"medium_airport","Cortez Municipal Airport","US","Cortez","KCEZ","CEZ"
"small_airport","Coulter Field","US","Bryan","KCFD","CFD"
"small_airport","Tuscola Area Airport","US","Caro","KCFS","TZC"
"small_airport","Greenlee County Airport","US","Clifton","KCFT","CFT"
"small_airport","Coffeyville Municipal Airport","US","Coffeyville","KCFV","CFV"
"small_airport","Cambridge Dorchester Airport","US","Cambridge","KCGE","CGE"
"medium_airport","Cuyahoga County Airport","US","Cleveland","KCGF","CGF"
"medium_airport","Cape Girardeau Regional Airport","US","Cape Girardeau","KCGI","CGI"
"small_airport","College Park Airport","US","College Park","KCGS","CGS"
"small_airport","Casa Grande Municipal Airport","US","Casa Grande","KCGZ","CGZ"
"medium_airport","Chattanooga Metropolitan Airport (Lovell Field)","US","Chattanooga","KCHA","CHA"
"small_airport","Chickasha Municipal Airport","US","Chickasha","KCHK","CHK"
"medium_airport","Charlottesville Albemarle Airport","US","Charlottesville","KCHO","CHO"
"medium_airport","Charleston International Airport","US","Charleston","KCHS","CHS"
"small_airport","Chico Regional Airport","US","Chico","KCIC","CIC"
"medium_airport","The Eastern Iowa Airport","US","Cedar Rapids","KCID","CID"
"small_airport","Arthur N Neu Airport","US","Carroll","KCIN","CIN"
"small_airport","Cairo Regional Airport","US","Cairo","KCIR","CIR"
"medium_airport","Chippewa County International Airport","US","Kincheloe","KCIU","CIU"
"small_airport","Kegelman AF Aux Field","US","Cherokee","KCKA","CKA"
"medium_airport","North Central West Virginia Airport","US","Bridgeport","KCKB","CKB"
"small_airport","Grand Marais Cook County Airport","US","Grand Marais","KCKC","GRM"
"small_airport","Fletcher Field","US","Clarksdale","KCKM","CKM"
"small_airport","Crookston Municipal Kirkwood Field","US","Crookston","KCKN","CKN"
"small_airport","Clarksville–Montgomery County Regional Airport","US","Clarksville","KCKV","CKV"
"large_airport","Cleveland Hopkins International Airport","US","Cleveland","KCLE","CLE"
"small_airport","Clintonville Municipal Airport","US","Clintonville","KCLI","CLI"
"small_airport","Clinton Regional Airport","US","Clinton","KCLK","CLK"
"medium_airport","Easterwood Field","US","College Station","KCLL","CLL"
"medium_airport","William R Fairchild International Airport","US","Port Angeles","KCLM","CLM"
"small_airport","Cliff Hatfield Memorial Airport","US","Calipatria","KCLR","CLR"
"small_airport","Chehalis Centralia Airport","US","Chehalis","KCLS","CLS"
"large_airport","Charlotte Douglas International Airport","US","Charlotte","KCLT","CLT"
"small_airport","Clearwater Air Park","US","Clearwater","KCLW","CLW"
"large_airport","John Glenn Columbus International Airport","US","Columbus","KCMH","CMH"
"medium_airport","University of Illinois Willard Airport","US","Savoy","KCMI","CMI"
"medium_airport","Houghton County Memorial Airport","US","Hancock","KCMX","CMX"
"small_airport","Sparta Fort McCoy Airport","US","Sparta","KCMY","CMY"
"small_airport","Claremont Municipal Airport","US","Claremont","KCNH","CNH"
"small_airport","Blosser Municipal Airport","US","Concordia","KCNK","CNK"
"medium_airport","Cavern City Air Terminal","US","Carlsbad","KCNM","CNM"
"small_airport","Chino Airport","US","Chino","KCNO","CNO"
"medium_airport","Chanute Martin Johnson Airport","US","Chanute","KCNU","CNU"
"small_airport","TSTC Waco Airport","US","Waco","KCNW","CNW"
"medium_airport","Canyonlands Regional Airport","US","Moab","KCNY","CNY"
"medium_airport","Yellowstone Regional Airport","US","Cody","KCOD","COD"
"medium_airport","Coeur D'Alene Airport - Pappy Boyington Field","US","Coeur d'Alene","KCOE","COE"
"medium_airport","Patrick Space Force Base","US","Cocoa Beach","KCOF","COF"
"small_airport","Merritt Island Airport","US","Merritt Island","KCOI","COI"
"small_airport","Coleman Municipal Airport","US","Coleman","KCOM","COM"
"medium_airport","Concord Municipal Airport","US","Concord","KCON","CON"
"medium_airport","City of Colorado Springs Municipal Airport","US","Colorado Springs","KCOS","COS"
"small_airport","Cotulla-La Salle County Airport","US","Cotulla","KCOT","COT"
"medium_airport","Columbia Regional Airport","US","Columbia","KCOU","COU"
"small_airport","Compton Woodley Airport","US","Compton","KCPM","CPM"
"medium_airport","Casper-Natrona County International Airport","US","Casper","KCPR","CPR"
"small_airport","St Louis Downtown Airport","US","Cahokia/St Louis","KCPS","CPS"
"small_airport","Cheraw Municipal Airport/Lynch Bellinger Field","US","Cheraw","KCQW","HCW"
"medium_airport","Grand Strand Airport","US","North Myrtle Beach","KCRE","CRE"
"medium_airport","Jacksonville Executive at Craig Airport","US","Jacksonville","KCRG","CRG"
"medium_airport","Corpus Christi International Airport","US","Corpus Christi","KCRP","CRP"
"medium_airport","McClellan-Palomar Airport","US","Carlsbad","KCRQ","CLD"
"small_airport","C David Campbell Field Corsicana Municipal Airport","US","Corsicana","KCRS","CRS"
"small_airport","Z M Jack Stell Field","US","Crossett","KCRT","CRT"
"medium_airport","Yeager Airport","US","Charleston","KCRW","CRW"
"small_airport","Roscoe Turner Airport","US","Corinth","KCRX","CRX"
"medium_airport","Columbus Metropolitan Airport","US","Columbus","KCSG","CSG"
"small_airport","Clinton Sherman Airport","US","Clinton","KCSM","CSM"
"small_airport","Creston Municipal Airport","US","Creston","KCSQ","CSQ"
"medium_airport","Crossville Memorial Airport Whitson Field","US","Crossville","KCSV","CSV"
"medium_airport","Cut Bank International Airport","US","Cut Bank","KCTB","CTB"
"small_airport","Cross City Airport","US","Cross City","KCTY","CTY"
"small_airport","Sampson County Airport","US","Clinton","KCTZ","CTZ"
"medium_airport","Jim Hamilton L.B. Owens Airport","US","Columbia","KCUB","CUB"
"small_airport","Cushing Municipal Airport","US","Cushing","KCUH","CUH"
"large_airport","Cincinnati Northern Kentucky International Airport","US","Cincinnati / Covington","KCVG","CVG"
"small_airport","Hollister Municipal Airport","US","Hollister","KCVH","HLI"
"small_airport","Sharp County Regional Airport","US","Ash Flat","KCVK","CKK"
"medium_airport","Clovis Municipal Airport","US","Clovis","KCVN","CVN"
"medium_airport","Corvallis Municipal Airport","US","Corvallis","KCVO","CVO"
"medium_airport","Cannon Air Force Base","US","Clovis","KCVS","CVS"
"medium_airport","Central Wisconsin Airport","US","Mosinee","KCWA","CWA"
"small_airport","Kickapoo Downtown Airport","US","Wichita Falls","KCWC","KIP"
"small_airport","Chennault International Airport","US","Lake Charles","KCWF","CWF"
"small_airport","Clinton Municipal Airport","US","Clinton","KCWI","CWI"
"small_airport","Calexico International Airport","US","Calexico","KCXL","CXL"
"medium_airport","Conroe-North Houston Regional Airport","US","Houston","KCXO","CXO"
"small_airport","Carson Airport","US","Carson City","KCXP","CSN"
"small_airport","Capital City Airport","US","Harrisburg","KCXY","HAR"
"medium_airport","Cheyenne Regional Jerry Olson Field","US","Cheyenne","KCYS","CYS"
"small_airport","Cascade Locks State Airport","US","Cascade Locks","KCZK","CZK"
"small_airport","Dimmit County Airport","US","Carrizo Springs","KCZT","CZT"
"medium_airport","Davison Army Air Field","US","Fort Belvoir","KDAA","DAA"
"medium_airport","Daytona Beach International Airport","US","Daytona Beach","KDAB","DAB"
"medium_airport","Barstow Daggett Airport","US","Daggett","KDAG","DAG"
"medium_airport","Dallas Love Field","US","Dallas","KDAL","DAL"
"medium_airport","Danville Regional Airport","US","Danville","KDAN","DAN"
"medium_airport","James M Cox Dayton International Airport","US","Dayton","KDAY","DAY"
"small_airport","W H 'Bud' Barron Airport","US","Dublin","KDBN","DBN"
"medium_airport","Dubuque Regional Airport","US","Dubuque","KDBQ","DBQ"
"large_airport","Ronald Reagan Washington National Airport","US","Washington","KDCA","DCA"
"small_airport","Pryor Field Regional Airport","US","Decatur","KDCU","DCU"
"medium_airport","Dodge City Regional Airport","US","Dodge City","KDDC","DDC"
"medium_airport","Decatur Airport","US","Decatur","KDEC","DEC"
"small_airport","Decorah Municipal Airport","US","Decorah","KDEH","DEH"
"large_airport","Denver International Airport","US","Denver","KDEN","DEN"
"small_airport","Defiance Memorial Airport","US","Defiance","KDFI","DFI"
"large_airport","Dallas Fort Worth International Airport","US","Dallas-Fort Worth","KDFW","DFW"
"small_airport","Douglas Municipal Airport","US","Douglas","KDGL","DGL"
"small_airport","Converse County Airport","US","Douglas","KDGW","DGW"
"medium_airport","Dothan Regional Airport","US","Dothan","KDHN","DHN"
"medium_airport","Dalhart Municipal Airport","US","Dalhart","KDHT","DHT"
"medium_airport","Dickinson Theodore Roosevelt Regional Airport","US","Dickinson","KDIK","DIK"
"small_airport","Chautauqua County-Dunkirk Airport","US","Dunkirk","KDKK","DKK"
"small_airport","Dillon County Airport","US","Dillon","KDLC","DLL"
"medium_airport","Laughlin Air Force Base","US","Del Rio","KDLF","DLF"
"medium_airport","Duluth International Airport","US","Duluth","KDLH","DLH"
"small_airport","Dillon Airport","US","Dillon","KDLN","DLN"
"medium_airport","Columbia Gorge Regional Airport","US","Dallesport / The Dalles","KDLS","DLS"
"medium_airport","Davis Monthan Air Force Base","US","Tucson","KDMA","DMA"
"medium_airport","Deming Municipal Airport","US","Deming","KDMN","DMN"
"small_airport","Sedalia Memorial Airport","US","Sedalia","KDMO","DMO"
"medium_airport","Daniel Field","US","Augusta","KDNL","DNL"
"small_airport","Dalton Municipal Airport","US","Dalton","KDNN","DNN"
"small_airport","Denison Municipal Airport","US","Denison","KDNS","DNS"
"small_airport","Vermilion Regional Airport","US","Danville","KDNV","DNV"
"medium_airport","Dover Air Force Base","US","Dover","KDOV","DOV"
"medium_airport","Dupage Airport","US","Chicago/West Chicago","KDPA","DPA"
"small_airport","Michael AAF (Dugway Proving Ground) Airport","US","Dugway Proving Ground","KDPG","DPG"
"medium_airport","Desert Rock Airport","US","Mercury","KDRA","DRA"
"medium_airport","Beauregard Regional Airport","US","DeRidder","KDRI","DRI"
"small_airport","Drummond Island Airport","US","Drummond Island","KDRM","DRE"
"medium_airport","Durango La Plata County Airport","US","Durango","KDRO","DRO"
"medium_airport","Del Rio International Airport","US","Del Rio","KDRT","DRT"
"medium_airport","Des Moines International Airport","US","Des Moines","KDSM","DSM"
"small_airport","Dansville Municipal Airport","US","Dansville","KDSV","DSV"
"small_airport","Delta Municipal Airport","US","Delta","KDTA","DTA"
"small_airport","Detroit Lakes Airport","US","Detroit Lakes","KDTL","DTL"
"small_airport","Shreveport Downtown Airport","US","Shreveport","KDTN","DTN"
"medium_airport","Destin Executive Airport","US","Destin","KDTS","DSI"
"large_airport","Detroit Metropolitan Wayne County Airport","US","Detroit","KDTW","DTW"
"medium_airport","Durant Regional Airport - Eaker Field","US","Durant","KDUA","DUA"
"small_airport","Halliburton Field","US","Duncan","KDUC","DUC"
"medium_airport","Bisbee Douglas International Airport","US","Douglas Bisbee","KDUG","DUG"
"medium_airport","DuBois Regional Airport","US","Dubois","KDUJ","DUJ"
"medium_airport","Devils Lake Regional Airport","US","Devils Lake","KDVL","DVL"
"small_airport","Davenport Municipal Airport","US","Davenport","KDVN","DVN"
"small_airport","Marin County Airport - Gnoss Field","US","Novato","KDVO","NOT"
"small_airport","Slayton Municipal Airport","US","Slayton","KDVP","NSL"
"small_airport","Phoenix Deer Valley Airport","US","Phoenix","KDVT","DVT"
"small_airport","David Wayne Hooks Memorial Airport","US","Houston","KDWH","DWH"
"medium_airport","Danbury Municipal Airport","US","Danbury","KDXR","DXR"
"small_airport","Doylestown Airport","US","Doylestown","KDYL","DYL"
"medium_airport","Dyess Air Force Base","US","Abilene","KDYS","DYS"
"small_airport","Phifer Airfield","US","Wheatland","KEAN","EAN"
"medium_airport","Kearney Regional Airport","US","Kearney","KEAR","EAR"
"medium_airport","Pangborn Memorial Airport","US","Wenatchee","KEAT","EAT"
"medium_airport","Chippewa Valley Regional Airport","US","Eau Claire","KEAU","EAU"
"small_airport","Webster City Municipal Airport","US","Webster City","KEBS","EBS"
"medium_airport","Elizabeth City Regional Airport & Coast Guard Air Station","US","Elizabeth City","KECG","ECG"
"medium_airport","Northwest Florida Beaches International Airport","US","Panama City Beach","KECP","ECP"
"small_airport","Mondell Field","US","Newcastle","KECS","ECS"
"small_airport","Northeastern Regional Airport","US","Edenton","KEDE","EDE"
"small_airport","Enterprise Municipal Airport","US","Enterprise","KEDN","ETS"
"medium_airport","Edwards Air Force Base","US","Edwards","KEDW","EDW"
"medium_airport","Needles Airport","US","Needles","KEED","EED"
"medium_airport","Dillant Hopkins Airport","US","Keene","KEEN","EEN"
"medium_airport","Ellington Airport","US","Houston","KEFD","EFD"
"small_airport","Northeast Kingdom International Airport","US","Newport","KEFK","EFK"
"small_airport","Jefferson Municipal Airport","US","Jefferson","KEFW","EFW"
"medium_airport","Eagle County Regional Airport","US","Eagle","KEGE","EGE"
"medium_airport","Duke Field","US","Crestview","KEGI","EGI"
"small_airport","Eagle River Union Airport","US","Eagle River","KEGV","EGV"
"medium_airport","Murray Field","US","Eureka","KEKA","EKA"
"small_airport","Elkhart Municipal Airport","US","Elkhart","KEKM","EKI"
"medium_airport","Elkins-Randolph County Regional Airport","US","Elkins","KEKN","EKN"
"medium_airport","Elko Regional Airport","US","Elko","KEKO","EKO"
"small_airport","Addington Field / Elizabethtown Regional Airport","US","Elizabethtown","KEKX","EKX"
"small_airport","Eagle Lake Airport","US","Eagle Lake","KELA","ELA"
"medium_airport","South Arkansas Regional Airport at Goodwin Field","US","El Dorado","KELD","ELD"
"small_airport","Elk City Regional Business Airport","US","Elk City","KELK","ELK"
"medium_airport","Elmira Corning Regional Airport","US","Elmira/Corning","KELM","ELM"
"small_airport","Bowers Field","US","Ellensburg","KELN","ELN"
"medium_airport","Ely Municipal Airport","US","Ely","KELO","LYU"
"medium_airport","El Paso International Airport","US","El Paso","KELP","ELP"
"medium_airport","Ely Airport Yelland Field","US","Ely","KELY","ELY"
"small_airport","Wellsville Municipal Airport - Tarantine Field","US","Wellsville","KELZ","ELZ"
"small_airport","Kemmerer Municipal Airport","US","Kemmerer","KEMM","EMM"
"small_airport","Emporia Municipal Airport","US","Emporia","KEMP","EMP"
"small_airport","San Gabriel Valley Airport","US","El Monte","KEMT","EMT"
"medium_airport","Vance Air Force Base","US","Enid","KEND","END"
"small_airport","Centralia Municipal Airport","US","Centralia","KENL","ENL"
"medium_airport","Wendover Airport","US","Wendover","KENV","ENV"
"medium_airport","Kenosha Regional Airport","US","Kenosha","KENW","ENW"
"small_airport","Keokuk Municipal Airport","US","Keokuk","KEOK","EOK"
"small_airport","Neosho Hugh Robinson Airport","US","Neosho","KEOS","EOS"
"small_airport","Ephrata Municipal Airport","US","Ephrata","KEPH","EPH"
"small_airport","Captain Jack Thomas El Dorado Airport","US","El Dorado","KEQA","EDK"
"medium_airport","Erie International Tom Ridge Field","US","Erie","KERI","ERI"
"small_airport","Errol Airport","US","Errol","KERR","ERR"
"small_airport","Kerrville / Kerr County Airport at Louis Schreiner Field","US","Kerrville","KERV","ERV"
"medium_airport","Delta County Airport","US","Escanaba","KESC","ESC"
"medium_airport","Esler Army Airfield / Esler Regional Airport","US","Alexandria","KESF","ESF"
"small_airport","Easton Airport / Newnam Field","US","Easton","KESN","ESN"
"small_airport","Estherville Municipal Airport","US","Estherville","KEST","EST"
"small_airport","Easton State Airport","US","Easton","KESW","ESW"
"small_airport","West Bend Municipal Airport","US","West Bend","KETB","ETB"
"small_airport","Eastland Municipal Airport","US","Eastland","KETN","ETN"
"small_airport","Weedon Field","US","Eufaula","KEUF","EUF"
"medium_airport","Mahlon Sweet Field","US","Eugene","KEUG","EUG"
"small_airport","Eveleth–Virginia Municipal Airport","US","Eveleth","KEVM","EVM"
"medium_airport","Evansville Regional Airport","US","Evansville","KEVV","EVV"
"medium_airport","Evanston-Uinta County Airport-Burns Field","US","Evanston","KEVW","EVW"
"medium_airport","New Bedford Regional Airport","US","New Bedford","KEWB","EWB"
"small_airport","Newton City-County Airport","US","Newton","KEWK","EWK"
"medium_airport","Coastal Carolina Regional Airport","US","New Bern","KEWN","EWN"
"large_airport","Newark Liberty International Airport","US","Newark","KEWR","EWR"
"medium_airport","Key West International Airport","US","Key West","KEYW","EYW"
"medium_airport","Felker Army Air Field","US","Newport News (Fort Eustis)","KFAF","FAF"
"small_airport","Farmington Regional Airport","US","Farmington","KFAM","FAM"
"medium_airport","Hector International Airport","US","Fargo","KFAR","FAR"
"medium_airport","Fresno Yosemite International Airport","US","Fresno","KFAT","FAT"
"medium_airport","Fayetteville Regional Airport - Grannis Field","US","Fayetteville","KFAY","FAY"
"medium_airport","Simmons Army Air Field","US","Fort Bragg","KFBG","FBG"
"small_airport","Faribault Municipal Airport-Liz Wall Strohfus Field","US","Faribault","KFBL","FBL"
"small_airport","Fort Bridger Airport","US","Fort Bridger","KFBR","FBR"
"small_airport","Fairbury Municipal Airport","US","Fairbury","KFBY","FBY"
"small_airport","Fresno Chandler Executive Airport","US","Fresno","KFCH","FCH"
"small_airport","Richmond Executive-Chesterfield County Airport","US","North Chesterfield","KFCI",
"small_airport","Flying Cloud Airport","US","Minneapolis","KFCM","FCM"
"medium_airport","Butts AAF (Fort Carson) Air Field","US","Fort Carson","KFCS","FCS"
"small_airport","Forrest City Municipal Airport","US","Forrest City","KFCY","FCY"
"small_airport","Frederick Municipal Airport","US","Frederick","KFDK","FDK"
"small_airport","Frederick Regional Airport","US","Frederick","KFDR","FDR"
"medium_airport","Findlay Airport","US","Findlay","KFDY","FDY"
"small_airport","Albertus Airport","US","Freeport","KFEP","FEP"
"small_airport","Fremont Municipal Airport","US","Fremont","KFET","FET"
"small_airport","First Flight Airport","US","Kill Devil Hills","KFFA","FFA"
"small_airport","Fairfield Municipal Airport","US","Fairfield","KFFL","FFL"
"small_airport","Fergus Falls Municipal Airport - Einar Mickelson Field","US","Fergus Falls","KFFM","FFM"
"medium_airport","Wright-Patterson Air Force Base","US","Dayton","KFFO","FFO"
"small_airport","Capital City Airport","US","Frankfort","KFFT","FFT"
"small_airport","Falcon Field","US","Mesa","KFFZ","MSC"
"medium_airport","Friday Harbor Airport","US","Friday Harbor","KFHR","FRD"
"medium_airport","Sierra Vista Municipal Airport / Libby Army Air Field","US","Fort Huachuca / Sierra Vista","KFHU","FHU"
"medium_airport","Venango Regional Airport","US","Franklin","KFKL","FKL"
"small_airport","Franklin Regional Airport","US","Franklin","KFKN","FKN"
"small_airport","Fond du Lac County Airport","US","Fond du Lac","KFLD","FLD"
"medium_airport","Flagstaff Pulliam International Airport","US","Flagstaff","KFLG","FLG"
"large_airport","Fort Lauderdale Hollywood International Airport","US","Fort Lauderdale","KFLL","FLL"
"medium_airport","Florence Regional Airport","US","Florence","KFLO","FLO"
"small_airport","Marion County Regional Airport","US","Flippin","KFLP","FLP"
"small_airport","Sherman Army Air Field","US","Fort Leavenworth","KFLV","FLV"
"small_airport","Fallon Municipal Airport","US","Fallon","KFLX","FLX"
"medium_airport","Tipton Airport","US","Fort Meade(Odenton)","KFME","FME"
"small_airport","Cape Cod Coast Guard Air Station","US","Falmouth","KFMH","FMH"
"medium_airport","Four Corners Regional Airport","US","Farmington","KFMN","FMN"
"medium_airport","Page Field","US","Fort Myers","KFMY","FMY"
"medium_airport","Northern Colorado Regional Airport","US","Loveland","KFNL","FNL"
"medium_airport","Bishop International Airport","US","Flint","KFNT","FNT"
"medium_airport","Fort Dodge Regional Airport","US","Fort Dodge","KFOD","FOD"
"medium_airport","Topeka Regional Airport","US","Topeka","KFOE","FOE"
"small_airport","Francis S Gabreski Airport","US","Westhampton Beach","KFOK","FOK"
"small_airport","Fillmore Municipal Airport","US","Fillmore","KFOM","FIL"
"medium_airport","St Lucie County International Airport","US","Fort Pierce","KFPR","FPR"
"medium_airport","Republic Airport","US","Farmingdale","KFRG","FRG"
"small_airport","French Lick Municipal Airport","US","French Lick","KFRH","FRH"
"medium_airport","Marshall Army Air Field","US","Fort Riley (Junction City)","KFRI","FRI"
"small_airport","Fairmont Municipal Airport","US","Fairmont","KFRM","FRM"
"small_airport","Front Royal Warren County Airport","US","Front Royal","KFRR","FRR"
"medium_airport","Sioux Falls Regional Airport / Joe Foss Field","US","Sioux Falls","KFSD","FSD"
"medium_airport","Henry Post Army Air Field","US","Fort Sill","KFSI","FSI"
"small_airport","Fort Scott Municipal Airport","US","Fort Scott","KFSK","FSK"
"medium_airport","Fort Smith Regional Airport","US","Fort Smith","KFSM","FSM"
"medium_airport","Fort Stockton Pecos County Airport","US","Fort Stockton","KFST","FST"
"small_airport","Fort Sumner Municipal Airport","US","Fort Sumner","KFSU","FSU"
"small_airport","Fort Madison Municipal Airport","US","Fort Madison","KFSW","FMS"
"medium_airport","Godman Army Air Field","US","Fort Knox","KFTK","FTK"
"medium_airport","Fort Worth Meacham International Airport","US","Fort Worth","KFTW","FTW"
"medium_airport","Fulton County Airport Brown Field","US","Atlanta","KFTY","FTY"
"small_airport","Fullerton Municipal Airport","US","Fullerton","KFUL","FUL"
"small_airport","Northern Aroostook Regional Airport","US","Frenchville","KFVE","WFK"
"medium_airport","Fort Wayne International Airport","US","Fort Wayne","KFWA","FWA"
"medium_airport","Fort Lauderdale Executive Airport","US","Fort Lauderdale","KFXE","FXE"
"small_airport","Forest City Municipal Airport","US","Forest City","KFXY","FXY"
"small_airport","Fayetteville Municipal Airport","US","Fayetteville","KFYM","FYM"
"medium_airport","Drake Field","US","Fayetteville","KFYV","FYV"
"medium_airport","Jalal-Abad Airport","KG","Jalal-Abad","UCFD",
"small_airport","Gabbs Airport","US","Gabbs","KGAB","GAB"
"small_airport","Northeast Alabama Regional Airport","US","Gadsden","KGAD","GAD"
"small_airport","Gage Heibeck Airport","US","Gage","KGAG","GAG"
"small_airport","Montgomery County Airpark","US","Gaithersburg","KGAI","GAI"
"small_airport","Great Bend Municipal Airport","US","Great Bend","KGBD","GBD"
"small_airport","Galesburg Municipal Airport","US","Galesburg","KGBG","GBG"
"small_airport","Walter J. Koladza Airport","US","Great Barrington","KGBR","GBR"
"medium_airport","Northeast Wyoming Regional Airport","US","Gillette","KGCC","GCC"
"small_airport","Grant County Regional Airport / Ogilvie Field","US","John Day","KGCD","JDA"
"medium_airport","Garden City Regional Airport","US","Garden City","KGCK","GCK"
"medium_airport","Grand Canyon National Park Airport","US","Grand Canyon - Tusayan","KGCN","GCN"
"small_airport","Greeneville Municipal Airport","US","Greeneville","KGCY","GCY"
"small_airport","Gardner Municipal Airport","US","Gardner","KGDM","GDM"
"medium_airport","Dawson Community Airport","US","Glendive","KGDV","GDV"
"small_airport","Gladwin Zettel Memorial Airport","US","Gladwin","KGDW","GDW"
"small_airport","Delaware Coastal Airport","US","Georgetown","KGED","GED"
"medium_airport","Spokane International Airport","US","Spokane","KGEG","GEG"
"small_airport","South Big Horn County Airport","US","Greybull","KGEY","GEY"
"small_airport","Pope Field","US","Greenfield","KGFD","GFD"
"medium_airport","Grand Forks International Airport","US","Grand Forks","KGFK","GFK"
"medium_airport","Floyd Bennett Memorial Airport","US","Glens Falls","KGFL","GFL"
"small_airport","Georgetown County Airport","US","Georgetown","KGGE","GGE"
"medium_airport","East Texas Regional Airport","US","Longview","KGGG","GGG"
"medium_airport","Glasgow Valley County Airport Wokal Field","US","Glasgow","KGGW","GGW"
"small_airport","Centerville Municipal Airport","US","Centerville","KGHM","GHM"
"small_airport","Idaho County Airport","US","Grangeville","KGIC","IDH"
"small_airport","Winter Haven Regional Airport - Gilbert Field","US","Winter Haven","KGIF","GIF"
"medium_airport","Grand Junction Regional Airport","US","Grand Junction","KGJT","GJT"
"small_airport","Port Meadville Airport","US","Meadville","KGKJ","MEJ"
"small_airport","Gatlinburg-Pigeon Forge Airport","US","Sevierville","KGKT","GKT"
"medium_airport","Goodland Municipal Airport","US","Goodland","KGLD","GLD"
"small_airport","Gainesville Municipal Airport","US","Gainesville","KGLE","GLE"
"medium_airport","Mid Delta Regional Airport","US","Greenville","KGLH","GLH"
"small_airport","Gaylord Regional Airport","US","Gaylord","KGLR","GLR"
"medium_airport","Scholes International At Galveston Airport","US","Galveston","KGLS","GLS"
"small_airport","Glasgow Municipal Airport","US","Glasgow","KGLW","GLW"
"medium_airport","Greenville Downtown Airport","US","Greenville","KGMU","GMU"
"small_airport","Gooding Municipal Airport","US","Gooding","KGNG","GNG"
"small_airport","Grants-Milan Municipal Airport","US","Grants","KGNT","GNT"
"medium_airport","Gainesville Regional Airport","US","Gainesville","KGNV","GNV"
"small_airport","Guthrie-Edmond Regional Airport","US","Guthrie","KGOK","GOK"
"medium_airport","Groton New London Airport","US","Groton","KGON","GON"
"medium_airport","Glacier Park International Airport","US","Kalispell","KGPI","FCA"
"medium_airport","Gulfport Biloxi International Airport","US","Gulfport","KGPT","GPT"
"small_airport","Grand Rapids Itasca Co-Gordon Newstrom field","US","Grand Rapids","KGPZ","GPZ"
"small_airport","Galion Municipal Airport","US","Galion","KGQQ","GQQ"
"medium_airport","Austin Straubel International Airport","US","Green Bay","KGRB","GRB"
"small_airport","Greenwood County Airport","US","Greenwood","KGRD","GRD"
"small_airport","Greenville Airport","US","Greenville","KGRE","GRE"
"medium_airport","Gray Army Air Field","US","Fort Lewis/Tacoma","KGRF","GRF"
"medium_airport","Central Nebraska Regional Airport","US","Grand Island","KGRI","GRI"
"medium_airport","Killeen Regional Airport / Robert Gray Army Airfield","US","Fort Cavazos","KGRK","GRK"
"small_airport","Gordon Municipal Airport","US","Gordon","KGRN","GRN"
"medium_airport","Gerald R. Ford International Airport","US","Grand Rapids","KGRR","GRR"
"medium_airport","Seymour Johnson Air Force Base","US","Goldsboro","KGSB","GSB"
"small_airport","Goshen Municipal Airport","US","Goshen","KGSH","GSH"
"medium_airport","Piedmont Triad International Airport","US","Greensboro","KGSO","GSO"
"medium_airport","Greenville Spartanburg International Airport","US","Greer","KGSP","GSP"
"medium_airport","Great Falls International Airport","US","Great Falls","KGTF","GTF"
"small_airport","Grantsburg Municipal Airport","US","Grantsburg","KGTG","GTG"
"medium_airport","Golden Triangle Regional Airport","US","Columbus/W Point/Starkville","KGTR","GTR"
"medium_airport","Gunnison Crested Butte Regional Airport","US","Gunnison","KGUC","GUC"
"medium_airport","Gallup Municipal Airport","US","Gallup","KGUP","GUP"
"medium_airport","Grissom Air Reserve Base","US","Peru","KGUS","GUS"
"medium_airport","Guymon Municipal Airport","US","Guymon","KGUY","GUY"
"small_airport","Gordonsville Municipal Airport","US","Gordonsville","KGVE","GVE"
"small_airport","Lee Gilmer Memorial Airport","US","Gainesville","KGVL","GVL"
"small_airport","Majors Airport","US","Greenville","KGVT","GVT"
"medium_airport","Greenwood–Leflore Airport","US","Greenwood","KGWO","GWO"
"small_airport","Glenwood Springs Municipal Airport","US","Glenwood Springs","KGWS","GWS"
"small_airport","Greeley–Weld County Airport","US","Greeley","KGXY","GXY"
"small_airport","Donaldson Field Airport","US","Greenville","KGYH","GDC"
"medium_airport","North Texas Regional Airport Perrin Field","US","Denison","KGYI","PNX"
"small_airport","Phoenix Goodyear Airport","US","Goodyear","KGYR","GYR"
"small_airport","Marion County Rankin Fite Airport","US","Hamilton","KHAB","HAB"
"small_airport","Half Moon Bay Airport","US","Half Moon Bay","KHAF","HAF"
"small_airport","Three Rivers Municipal Dr Haines Airport","US","Three Rivers","KHAI","HAI"
"small_airport","Butler Co Regional Airport - Hogan Field","US","Hamilton","KHAO","HAO"
"medium_airport","Hattiesburg Bobby L Chain Municipal Airport","US","Hattiesburg","KHBG","HBG"
"medium_airport","Hobart Regional Airport","US","Hobart","KHBR","HBR"
"small_airport","Brewster Field","US","Holdrege","KHDE","HDE"
"medium_airport","Yampa Valley Airport","US","Hayden","KHDN","HDN"
